                              * d:\soc\vco\vco.cir
                              Transient Analysis  Wed Oct 05 20:50:13  2022
--------------------------------------------------------------------------------
Index   time            v1#branch       v2#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	-3.09231e-05	0.000000e+00	
1	1.000000e-14	-3.09231e-05	5.961292e-15	
2	2.000000e-14	-3.09231e-05	2.858006e-15	
3	4.000000e-14	-3.09231e-05	1.535117e-15	
4	8.000000e-14	-3.09231e-05	1.842510e-15	
5	1.600000e-13	-3.09231e-05	1.359896e-15	
6	3.200000e-13	-3.09231e-05	1.524939e-15	
7	6.400000e-13	-3.09231e-05	1.332836e-15	
8	1.280000e-12	-3.09231e-05	1.487605e-15	
9	2.280000e-12	-3.09231e-05	1.253087e-15	
10	3.280000e-12	-3.09231e-05	1.379671e-15	
11	4.280000e-12	-3.09231e-05	1.162821e-15	
12	5.280000e-12	-3.09231e-05	1.285803e-15	
13	6.280000e-12	-3.09231e-05	1.086467e-15	
14	7.280000e-12	-3.09231e-05	1.197998e-15	
15	8.280000e-12	-3.09231e-05	1.014939e-15	
16	9.280000e-12	-3.09231e-05	1.114042e-15	
17	1.028000e-11	-3.09231e-05	9.355962e-16	
18	1.128000e-11	-3.09231e-05	1.036178e-15	
19	1.228000e-11	-3.09231e-05	8.662328e-16	
20	1.328000e-11	-3.09231e-05	9.633490e-16	
21	1.428000e-11	-3.09231e-05	7.900184e-16	
22	1.528000e-11	-3.09231e-05	8.913985e-16	
23	1.628000e-11	-3.09231e-05	7.209691e-16	
24	1.728000e-11	-3.09231e-05	8.164500e-16	
25	1.828000e-11	-3.09231e-05	6.562082e-16	
26	1.928000e-11	-3.09231e-05	7.514463e-16	
27	2.028000e-11	-3.09231e-05	5.909270e-16	
28	2.128000e-11	-3.09231e-05	6.888836e-16	
29	2.228000e-11	-3.09231e-05	5.320816e-16	
30	2.328000e-11	-3.09231e-05	6.291476e-16	
31	2.428000e-11	-3.09231e-05	4.806366e-16	
32	2.528000e-11	-3.09231e-05	5.692773e-16	
33	2.628000e-11	-3.09231e-05	4.291273e-16	
34	2.728000e-11	-3.09231e-05	5.171332e-16	
35	2.828000e-11	-3.09231e-05	3.772539e-16	
